Name,Classification,Preferred Term,URL,Related Term,Category,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,A-Z,Age,Age,Age,Age,Age,Sex,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Season,,,,Snomed Code,Confidence,Notes,Done
Allergic rhinitis - Diagnosis,A,Allergic rhinitis,https://www.nhs.uk/conditions/allergic-rhinitis/diagnosis/,,,Nose,,,,,,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,nasal polyps, allergy testing, antihistamines, skin prick testing, immunoglobulin E (IgE) antibody, sinusitis, nasal inspiratory flow test, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergic rhinitis - Treatment,A,Allergic rhinitis,https://www.nhs.uk/conditions/allergic-rhinitis/treatment/,,Treatment,Nose,,,,,,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,nasal douche, irrigation, antihistamines, corticosteroids, decongestants, ipratropium, leukotriene receptor antagonist, immunotherapy, hyposensitisation, desensitisation, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergic rhinitis - Complications,A,Allergic rhinitis,https://www.nhs.uk/conditions/allergic-rhinitis/complications/,,,Nose,,,,,,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,nasal polyps, sinusitis, middle ear infections, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergic rhinitis - Prevention,A,Allergic rhinitis,https://www.nhs.uk/conditions/allergic-rhinitis/prevention/,,,Nose,,,,,,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,House dust mites, pets, pollen, mould spores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergies,A,Allergies,https://www.nhs.uk/conditions/allergies/,,Condition,Skin,Nose,Eye,,,,,,Throat,,,,,,,,,Allergies,,,,,,,,,,checked,All,,,,,,grass pollen, tree pollen, dust mites, animal dander, nuts, fruit, shellfish, eggs, cow's milk, insect bites, stings, ibuprofen, antibiotics, latex, mould, chemicals, ,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,Summer,,,,None,"Cannot find a good representative snomed code for Allergies. 
",Done
Allergies - Symptoms,A,Allergies,https://www.nhs.uk/conditions/allergies/symptoms/,,,Skin,Nose,Eye,,,,,,Throat,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,anaphylaxis, anaphylactic shock, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergies - Diagnosis,A,Allergies,https://www.nhs.uk/conditions/allergies/diagnosis/,,Symptom,Skin,Nose,Eye,,,,,,Throat,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,skin prick test, blood test, patch test, elimination diet, challenge testing, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergies - Treatment,A,Allergies,https://www.nhs.uk/conditions/allergies/treatment/,,Treatment,Skin,Nose,Eye,,,,,,Throat,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,antihistamines, decongestants, emollients, steroids, immunotherapy, adrenaline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Allergies - Prevention,A,Allergies,https://www.nhs.uk/conditions/allergies/prevention/,,,Skin,Nose,Eye,,,,,,Throat,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,house dust mites, pets, pet dander, mould spores, food allergies, hay fever, insect bites and stings, adrenaline auto-injectors, MedicAlert, Medi-Tag, anaphylaxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Altitude sickness,A,Altitude sickness,https://www.nhs.uk/conditions/altitude-sickness/,Acute mountain sickness (AMS),Condition,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,All,,,,,,acetazolamide, promethazine, high altitude cerebral oedema (HACE), High altitude pulmonary oedema (HAPE), dexamethasone, nifedipine, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87284002,Low,"Not entirely sure this is the correct snomed ID
",Done
Alzheimer's disease,A,Alzheimers disease,https://www.nhs.uk/conditions/alzheimers-disease/,,Condition,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,Dementia,,,,,,,,,checked,Older people,,,,,,progressive neurological condition, dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26929004,High,,Done
Alzheimer's disease - Symptoms,A,Alzheimers disease,https://www.nhs.uk/conditions/alzheimers-disease/symptoms/,,Symptom,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,Dementia,,,,,,,,,,Older people,,,,,,Infections, stroke, delirium, memory problems, aphasia, confusion, disorientation, obsessive, repetitive, impulsive, behaviour, agitated, delusions, paranoid, dysphagia, incontinence, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Alzheimer's disease - Causes,A,Alzheimers disease,https://www.nhs.uk/conditions/alzheimers-disease/causes/,,,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,Dementia,,,,,,,,,,Older people,,,,,,tau, amyloid, neurotransmitters, acetylcholine, early-onset, young-onset, Down's syndrome, head injury, cardiovascular disease, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Alzheimer's disease - Diagnosis,A,Alzheimers disease,https://www.nhs.uk/conditions/alzheimers-disease/diagnosis/,,,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,Dementia,,,,,,,,,,Older people,,,,,,psychiatrist, geriatrician, neurologist, memory clinic, mental ability test, cognitive assessment, visuospatial abilities, orientation, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Alzheimer's disease - Treatment,A,Alzheimers disease,https://www.nhs.uk/conditions/alzheimers-disease/treatment/,,Treatment,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,Dementia,,,,,,,,,,Older people,,,,,,Acetylcholinesterase, AChE inhibitors, donepezil, galantamine, riastigmine, memantine, BPSD, Risperidone, haloperidol, antipsychotic medicines, cognitive stimulation theraphy, cognitive rehabilitation, reminiscence, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Alzheimer's disease - Prevention,A,Alzheimers disease,https://www.nhs.uk/conditions/alzheimers-disease/prevention/,,,Head,,,,,,,,Brain,,,,,,,,,Neurological Illness & Injury,Dementia,,,,,,,,,,Older people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Amniocentesis,A,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/,,Procedure,Abdomen,,,,,,,,Amniotic fluid,,,,,,,,,Screening,,,,,,,,,,checked,Adults,,,,,,chromosomal condition, Down's syndrome, Edwards' syndrome, Patau's syndrome, sickle cell disease, thalassaemia, cystic fibrosis, muscular dystrophy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34536000,High,,Done
Amniocentesis - Why it's offered,A,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/why-its-done/,,Procedure,Abdomen,,,,,,,,Amniotic fluid,,,,,,,,,Screening,,,,,,,,,,,Adults,,,,,,chromosomal condition, Down's syndrome, Edwards' syndrome, Patau's syndrome, sickle cell disease, thalassaemia, cystic fibrosis, muscular dystrophy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Amniocentesis - What happens,A,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/what-happens/,,Procedure,Abdomen,,,,,,,,Amniotic fluid,Foetus,Uterus,Womb,,,,,,Screening,,,,,,,,,,,Adults,,,,,,Ultrasound scan, Anaesthetic, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Amniocentesis - Results,A,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/results/,,Procedure,Abdomen,,,,,,,,Amniotic fluid,,,,,,,,,Screening,,,,,,,,,,,Adults,,,,,,chromosomal condition, Down's syndrome, Edwards' syndrome, Patau's syndrome, sickle cell disease, thalassaemia, cystic fibrosis, muscular dystrophy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Amniocentesis - Risks,A,Amniocentesis,https://www.nhs.uk/conditions/amniocentesis/risks/,,Procedure,Abdomen,,,,,,,,Amniotic fluid,,,,,,,,,Screening,,,,,,,,,,,Adults,,,,,,Miscarriage, Rhesus disease, sensitisation, anti-D immunoglobulin, club foot, talipes,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Amputation,A,Amputation,https://www.nhs.uk/conditions/amputation/,,Procedure,Limbs,Arm,Leg,,,,,,,,,,,,,,,,,,,,,,,,,checked,All,,,,,,gangrene, compression garments, prosthetic limbs, stump care, phantom limb, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81723002,High,,Done
Amyloidosis,A,Amyloidosis,https://www.nhs.uk/conditions/amyloidosis/,,Condition,,,,,,,,,Kidney,Heart,Liver,,,,,,,,,,,,,,,,,checked,,,,,,,amyloid proteins, ATTR amyloidosis, transthyretin, patisiran, Onopattro, inotersen, Tegsedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17602002,High,,Done
Anabolic steroid misuse,A,Anabolic steroid abuse,https://www.nhs.uk/conditions/anabolic-steroid-misuse/,,Condition,,,,,,,,,,,,,,,,,,Addiction,,,,,,,,,,checked,Adults,,,,,,class c, performance-enhancing drugs, weightlifters, bodybuilders, body dysmorphic disorder, cycling, stacking, pyramiding, addiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24001E+14,High,,Done
Anaesthesia,A,Anaesthesia,https://www.nhs.uk/conditions/anaesthesia/,,Procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,All,,,,,,anaesthetics, loss of sensation, local anaesthetic, general anaesthetic, epidural, spinal anaesthetic, sedation, anaesthetists, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33653009,Low,Not sure this is the right code,Done
Anal cancer,A,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/,,Condition,Bottom,,,,,,,,Anus,,,,,,,,,Cancer,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363352004,High,,Done
Anal cancer - Symptoms,A,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/symptoms/,,Symptom,Bottom,,,,,,,,Anus,,,,,,,,,Cancer,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal cancer - Causes,A,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/causes/,,,Bottom,,,,,,,,Anus,,,,,,,,,Cancer,,,,,,,,,,,All,,,,,,HPV, human papillomavirus, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal cancer - Tests and next steps,A,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/tests-and-next-steps/,,,Bottom,,,,,,,,Anus,,,,,,,,,Cancer,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal cancer - Treatment,A,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/treatment/,,Treatment,Bottom,,,,,,,,Anus,,,,,,,,,Cancer,,,,,,,,,,,All,,,,,,chemotherapy, chemoradiation, radiotherapy, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal cancer - Where to find help and support,A,Anal cancer,https://www.nhs.uk/conditions/anal-cancer/where-to-find-help-and-support/,,,Bottom,,,,,,,,Anus,,,,,,,,,Cancer,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal fissure,A,Anal fissure,https://www.nhs.uk/conditions/anal-fissure/,,Condition,,,,,,,,,Anus,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30037006,High,,Done
Anal fissure - Treatment,A,Anal fissure,https://www.nhs.uk/conditions/anal-fissure/treatment/,,Treatment,,,,,,,,,Anus,,,,,,,,,,,,,,,,,,,,,,,,,,Laxatives, glyceryl trinitrate, GTN, lidocaine, calcium channel blockers, botulinum toxin injections, lateral sphincterotomy, advancement anal flaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal fistula,A,Anal fistula,https://www.nhs.uk/conditions/anal-fistula/,,Condition,,,,,,,,,Anus,,,,,,,,,,,,,,,,,,,checked,,,,,,,Abscess, fistulotomy, seton procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Treatments for an anal fistula,A,Anal fistula,https://www.nhs.uk/conditions/anal-fistula/treatment/,,Treatment,,,,,,,,,Anus,,,,,,,,,,,,,,,,,,,,,,,,,,Abscess, fistulotomy, seton procedures, LIFT procedure, endoscopic ablation, laser surgery, fibrin glue, bioprosthetic plug, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anal pain (proctalgia),A,Anal pain,https://www.nhs.uk/conditions/anal-pain/,Bottom pain,Condition,Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,anal fissure, piles, haemorrhoids, anal fistulas, abscesses, proctalgia fugax, levator ani syndrome, inflammatory bowel disease, Chron's disease, sexually transmitted infection, STI, coccydynia, tailbone pain, arthritis, bone tumours, prostatitis, cancer of the anus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68653001,High,,Done
Anaphylaxis,A,Anaphylaxis,https://www.nhs.uk/conditions/anaphylaxis/,,Condition,,,,,,,,,Throat,Trachea,,,,,,,,Allergies,,,,,,,,,,checked,,,,,,,anaphylactic shock, adrenaline auto-injector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39579001,High,,Done
Anaphylaxis - Treatment,A,Anaphylaxis,https://www.nhs.uk/conditions/anaphylaxis/treatment/,,Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anaphylactic shock, adrenaline auto-injector, EpiPen, Jext, Emerade, CPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Anaphylaxis - Prevention,A,Anaphylaxis,https://www.nhs.uk/conditions/anaphylaxis/prevention/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anaphylactic shock, adrenaline auto-injector, EpiPen, Jext, Emerade, CPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Androgen insensitivity syndrome,A,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/,AIS,Condition,Genitals,,,,,,,,Reproductive organs,Penis,Testicles,Vagina,,,,,,,,,,,,,,,,checked,,,,,,,Complete androgen insensitivity syndrome, CAIS, partial androgen insensitivity syndrome, PAIS, testosterone, puberty, gender identity, gender dysphoria, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12313004,High,,Done
Androgen insensitivity syndrome - Symptoms,A,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/symptoms/,,Symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete androgen insensitivity syndrome, CAIS, partial androgen insensitivity syndrome, PAIS, testosterone, puberty, gender identity, gender dysphoria, hypospadias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Androgen insensitivity syndrome - Causes,A,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/causes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genetic alteration, testosterone, chromosomes, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Androgen insensitivity syndrome - Diagnosis,A,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/diagnosis/,,,,,,,,,,,Amniotic fluid,,,,,,,,,,,,,,,,,,,,,,,,,,sex chromosomes, genetic change, hormones, chorionic villus sampling, CVS, amniocentesis, amniotic fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Androgen insensitivity syndrome - Living with,A,Androgen insensitivity syndrome,https://www.nhs.uk/conditions/androgen-insensitivity-syndrome/treatment/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angelman syndrome,A,Angelman syndrome,https://www.nhs.uk/conditions/angelman-syndrome/,,Condition,,,,,,,,,,,,,,,,,,Learning Disorders,,,,,,,,,,checked,,,,,,,microbrachycephaly, UBE3A, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12313004,High,,Done
Angina,A,Angina,https://www.nhs.uk/conditions/angina/,,Condition,Chest,,,,,,,,Heart,,,,,,,,,,,,,,,,,,,checked,Adults,,,,,,stable angina, unstable angina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194828000,High,,Done
Angina - Symptoms,A,Angina,https://www.nhs.uk/conditions/angina/symptoms/,,,Chest,,,,,,,,Heart,,,,,,,,,,,,,,,,,,,,Adults,,,,,,chest pain, glyceryl trinitrate, GTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angina - Diagnosis,A,Angina,https://www.nhs.uk/conditions/angina/diagnosis/,,,Chest,,,,,,,,Heart,,,,,,,,,,,,,,,,,,,,Adults,,,,,,Stable angina, unstable angina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angina - Treatment,A,Angina,https://www.nhs.uk/conditions/angina/treatment/,,Treatment,Chest,,,,,,,,Heart,,,,,,,,,,,,,,,,,,,,Adults,,,,,,glyceryl trinitrate, GTN, beta blockers, calcium channel blockers, nicorandil, ranolazine, ivabradine, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angina - Living with,A,Angina,https://www.nhs.uk/conditions/angina/living/,,,Chest,,,,,,,,Heart,,,,,,,,,,,,,,,,,,,,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angioedema,A,Angioedema,https://www.nhs.uk/conditions/angioedema/,,Condition,Hand,Foot,Eye,Lip,Genitals,Tongue,,,,,,,,,,,,Allergies,,,,,,,,,,checked,All,,,,,,idiopathic angioedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41291007,High,,Done
Angioedema - Symptoms,A,Angioedema,https://www.nhs.uk/conditions/angioedema/symptoms/,,Symptom,Hand,Foot,Eye,Lip,Genitals,Tongue,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,Rash, swelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angioedema - Causes,A,Angioedema,https://www.nhs.uk/conditions/angioedema/causes/,,,Hand,Foot,Eye,Lip,Genitals,Tongue,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,allergies, angiotensin-converting enzyme (ACE) inhibitors, enalapril, lisinopril, perindopril, ramipril, ibuprofen, NSAID painkillers, angiotensin-2 receptor blockers, ARBs, andesartan, irbesartan, losartan, olmesartan, valsartan, C1 esterase inhibitor, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angioedema - Diagnosis,A,Angioedema,https://www.nhs.uk/conditions/angioedema/diagnosis/,,,Hand,Foot,Eye,Lip,Genitals,Tongue,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,allergy test, blood test, C1 esterase inhibitor, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angioedema - Treatments,A,Angioedema,https://www.nhs.uk/conditions/angioedema/treatment/,,Treatment,Hand,Foot,Eye,Lip,Genitals,Tongue,,,,,,,,,,,,Allergies,,,,,,,,,,,All,,,,,,antihistamines, adrenaline auto-injectors, epi-pen, icatibant, C1 esterase inhibitor replacement, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angiography,A,Angiography,https://www.nhs.uk/conditions/angiography/,,Procedure,,,,,,,,,Blood vessels,,,,,,,,,,,,,,,,,,,checked,All,,,,,,angiogram, X-ray, atherosclerosis, stroke, heart attack, peripheral arterial disease, brain aneurysm, angina, blood clots, pulmonary embolism, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77343006,High,,Done
Angiography - What happens,A,Angiography,https://www.nhs.uk/conditions/angiography/what-happens/,,Procedure,,,,,,,,,Blood vessels,,,,,,,,,,,,,,,,,,,,All,,,,,,radiology department, catheter, artery, contrast agent, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Angiography - Risks,A,Angiography,https://www.nhs.uk/conditions/angiography/risks/,,,,,,,,,,,Blood vessels,,,,,,,,,,,,,,,,,,,,All,,,,,,bruising, soreness, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Animal and human bites,A,Animal and human bites,https://www.nhs.uk/conditions/animal-and-human-bites/,,Condition,Skin,,,,,,,,,,,,,,,,,Rashes Bites and Stings,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399907009,High,,Done
Ankylosing spondylitis,A,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/,AS,Condition,,,,,,,,,Spine,,,,,,,,,Back pain,,,,,,,,,,checked,All,,,,,,arthritis, enthesitis, fatigue, HLA-B27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631008,High,,Done
Ankylosing spondylitis - Symptoms,A,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/symptoms/,,Symptom,,,,,,,,,Spine,,,,,,,,,Back pain,,,,,,,,,,,All,,,,,,back pain, stiffness, arthritis, enthesitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ankylosing spondylitis - Causes,A,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/causes/,,,,,,,,,,,Spine,,,,,,,,,Back pain,,,,,,,,,,,All,,,,,,HLA-B27 gene, human leukocyte antigen B27, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ankylosing spondylitis - Diagnosis,A,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/diagnosis/,,,,,,,,,,,Spine,,,,,,,,,Back pain,,,,,,,,,,,All,,,,,,genetic testing, sacroiliitis, ankylosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ankylosing spondylitis - Treatment,A,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/treatment/,,Treatment,,,,,,,,,Spine,,,,,,,,,Back pain,,,,,,,,,,,All,,,,,,anti-tumour necrosis factor, TNF, secukinumab, disease-modifying anti-rheumatic drugs, DMARDs, sulfazalazine, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Ankylosing spondylitis - Complications,A,Ankylosing spondylitis,https://www.nhs.uk/conditions/ankylosing-spondylitis/complications/,,,,,,,,,,,Spine,,,,,,,,,Back pain,,,,,,,,,,,All,,,,,,Iritis, uveitis, photophobia, cauda equina syndrome, amyloidosis, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Antacid medicines,A,Antacid medicines,https://www.nhs.uk/conditions/antacids/,,Medicine,,,,,,,,,Stomach,,,,,,,,,,,,,,,,,,,checked,All,,,,,,indigestion, heartburn, gastro-oesophageal reflux disease, GORD, stomach ulcer, gastritis, aluminium hydroxide, magnesium carbonate, magnesium trisilicate, magnesium hydroixde, calcium carbonate, sodium bicarbonate, alginate, simeticone, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372794006,High,,Done
Antibiotics,A,Antibiotics,https://www.nhs.uk/conditions/antibiotics/,,Medicine,,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,infections, bacteria, penicillins, cephalosporins, aminoglycosides, tetracylines, macrolides, fluoroquinolone, amoxicillin, cephalexin, gentamicin, tobramycin, doxycycline, erythromycin, clarithromycin, ciprofloxacin, levofloxacin, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326779007,Low,,Done
Antibiotics - Uses,A,Antibiotics,https://www.nhs.uk/conditions/antibiotics/uses/,,Medicine,,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Antibiotics - Considerations,A,Antibiotics,https://www.nhs.uk/conditions/antibiotics/considerations/,,Medicine,,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,Cephalosporins, Aminoglycosides, Tetracyclines, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Antibiotics - Side effects,A,Antibiotics,https://www.nhs.uk/conditions/antibiotics/side-effects/,,Medicine,,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,antibiotic allergic reactions, anaphylaxis, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Antibiotics - Interactions,A,Antibiotics,https://www.nhs.uk/conditions/antibiotics/interactions/,,Medicine,,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,metronidazole, tinidazole, Cephalosporins, Aminoglycosides, Tetracyclines, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Antibiotics - Antibiotic resistance,A,Antibiotics,https://www.nhs.uk/conditions/antibiotics/antibiotic-antimicrobial-resistance/,,Medicine,,,,,,,,,,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,,All,,,,,,superbugs, MRSA, Clostridium difficile, C. diff, methicillin-resistant Staphylococcus aureus, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
